InvoiceNo,InvoiceDate,CustomerID
536561,2010-12-01 15:06:00,12921.0
536562,2010-12-01 15:08:00,13468.0
536563,2010-12-01 15:08:00,17760.0
536564,2010-12-01 15:08:00,13468.0
536565,2010-12-01 15:15:00,
536566,2010-12-01 15:21:00,16928.0
536567,2010-12-01 15:27:00,16048.0
536568,2010-12-01 15:28:00,16048.0
536569,2010-12-01 15:35:00,16274.0
536570,2010-12-01 15:35:00,14496.0
536571,2010-12-01 15:37:00,14696.0
536572,2010-12-01 15:40:00,16539.0
536573,2010-12-01 15:45:00,17025.0
536574,2010-12-01 15:46:00,17025.0
536575,2010-12-01 16:01:00,13777.0
536576,2010-12-01 16:11:00,13777.0
536577,2010-12-01 16:13:00,13777.0
536578,2010-12-01 16:15:00,17690.0
536579,2010-12-01 16:16:00,13777.0
536580,2010-12-01 16:17:00,17690.0
536581,2010-12-01 16:19:00,13777.0
536582,2010-12-01 16:21:00,12947.0
536583,2010-12-01 16:21:00,13777.0
536584,2010-12-01 16:22:00,13777.0
536585,2010-12-01 16:24:00,17460.0
536586,2010-12-01 16:25:00,18229.0
536587,2010-12-01 16:33:00,14142.0
536588,2010-12-01 16:49:00,17069.0
536589,2010-12-01 16:50:00,
536590,2010-12-01 16:52:00,13065.0
536591,2010-12-01 16:57:00,14606.0
536592,2010-12-01 17:06:00,
536593,2010-12-01 17:15:00,16835.0
536594,2010-12-01 17:22:00,15235.0
536595,2010-12-01 17:24:00,13576.0
536596,2010-12-01 17:29:00,
536597,2010-12-01 17:35:00,18011.0
536598,2010-12-02 07:48:00,13090.0
536599,2010-12-02 07:49:00,15694.0
536600,2010-12-02 08:32:00,17850.0
536601,2010-12-02 08:33:00,17850.0
536602,2010-12-02 08:34:00,17850.0
536603,2010-12-02 08:40:00,17850.0
536604,2010-12-02 08:43:00,14741.0
536605,2010-12-02 08:52:00,13715.0
C536606,2010-12-02 09:10:00,14092.0
536607,2010-12-02 09:29:00,17732.0
536608,2010-12-02 09:37:00,12855.0
536609,2010-12-02 09:41:00,17850.0
536610,2010-12-02 09:42:00,17850.0
536611,2010-12-02 09:43:00,15752.0
536612,2010-12-02 09:44:00,17850.0
536613,2010-12-02 09:44:00,17855.0
536614,2010-12-02 09:44:00,17850.0
536615,2010-12-02 10:09:00,14047.0
536616,2010-12-02 10:10:00,17925.0
536617,2010-12-02 10:17:00,13941.0
536618,2010-12-02 10:17:00,17017.0
536619,2010-12-02 10:18:00,17017.0
536620,2010-12-02 10:27:00,14135.0
536621,2010-12-02 10:35:00,13108.0
C536622,2010-12-02 10:37:00,12471.0
536623,2010-12-02 10:39:00,15601.0
536624,2010-12-02 10:45:00,13418.0
536626,2010-12-02 10:46:00,13418.0
C536625,2010-12-02 10:46:00,14766.0
536627,2010-12-02 10:53:00,15658.0
536628,2010-12-02 10:54:00,17850.0
536629,2010-12-02 10:55:00,17850.0
536630,2010-12-02 10:56:00,17850.0
536631,2010-12-02 10:58:00,17850.0
536632,2010-12-02 11:02:00,14388.0
536633,2010-12-02 11:20:00,14901.0
536634,2010-12-02 11:21:00,18041.0
536635,2010-12-02 11:22:00,15955.0
536636,2010-12-02 11:23:00,15070.0
536637,2010-12-02 11:35:00,18041.0
536638,2010-12-02 11:41:00,16244.0
536639,2010-12-02 11:45:00,15111.0
536640,2010-12-02 11:45:00,
536641,2010-12-02 11:46:00,12748.0
C536642,2010-12-02 11:56:00,14390.0
536643,2010-12-02 11:57:00,14390.0
536663,2010-12-02 12:07:00,16546.0
536667,2010-12-02 12:09:00,15260.0
536670,2010-12-02 12:09:00,15260.0
536671,2010-12-02 12:10:00,13305.0
536672,2010-12-02 12:10:00,14491.0
536673,2010-12-02 12:11:00,14060.0
536674,2010-12-02 12:16:00,15923.0
536676,2010-12-02 12:18:00,16752.0
536681,2010-12-02 12:22:00,17287.0
536685,2010-12-02 12:23:00,17850.0
536688,2010-12-02 12:24:00,17850.0
536690,2010-12-02 12:25:00,17850.0
536693,2010-12-02 12:26:00,17850.0
536698,2010-12-02 12:28:00,15363.0
536707,2010-12-02 12:33:00,12915.0
536732,2010-12-02 12:47:00,15544.0
536733,2010-12-02 12:50:00,15738.0
C536734,2010-12-02 12:50:00,16042.0
536735,2010-12-02 12:58:00,17381.0
536736,2010-12-02 12:59:00,17381.0
C536737,2010-12-02 13:05:00,15922.0
536738,2010-12-02 13:06:00,15827.0
536739,2010-12-02 13:08:00,14180.0
536740,2010-12-02 13:08:00,15827.0
536741,2010-12-02 13:11:00,13117.0
536742,2010-12-02 13:14:00,16916.0
536743,2010-12-02 13:32:00,17964.0
536744,2010-12-02 13:36:00,14466.0
536745,2010-12-02 13:38:00,17235.0
536746,2010-12-02 13:39:00,16510.0
536747,2010-12-02 13:44:00,17802.0
536748,2010-12-02 13:45:00,15107.0
536749,2010-12-02 13:49:00,17976.0
536750,2010-12-02 14:04:00,17850.0
536751,2010-12-02 14:05:00,17850.0
536752,2010-12-02 14:06:00,17850.0
536753,2010-12-02 14:07:00,17850.0
536754,2010-12-02 14:09:00,14449.0
536755,2010-12-02 14:14:00,
536756,2010-12-02 14:23:00,
C536757,2010-12-02 14:23:00,15838.0
C536758,2010-12-02 14:25:00,13767.0
536759,2010-12-02 14:26:00,16781.0
C536760,2010-12-02 14:29:00,17547.0
536761,2010-12-02 14:30:00,13491.0
536762,2010-12-02 14:40:00,16186.0
536763,2010-12-02 14:42:00,17685.0
536764,2010-12-02 14:42:00,
536765,2010-12-02 14:43:00,
536769,2010-12-02 14:47:00,17581.0
536771,2010-12-02 14:49:00,17581.0
536777,2010-12-02 15:00:00,15732.0
536778,2010-12-02 15:03:00,13138.0
536779,2010-12-02 15:08:00,15823.0
536780,2010-12-02 15:09:00,
536781,2010-12-02 15:14:00,17460.0
536782,2010-12-02 15:18:00,17567.0
536783,2010-12-02 15:19:00,15061.0
536784,2010-12-02 15:20:00,15061.0
536785,2010-12-02 15:22:00,15061.0
536786,2010-12-02 15:23:00,15061.0
536787,2010-12-02 15:24:00,17850.0
536788,2010-12-02 15:25:00,15061.0
536789,2010-12-02 15:25:00,17850.0
536790,2010-12-02 15:26:00,17850.0
536791,2010-12-02 15:27:00,17850.0
536792,2010-12-02 15:28:00,15061.0
536793,2010-12-02 15:39:00,16203.0
536794,2010-12-02 15:40:00,13767.0
536795,2010-12-02 15:40:00,15640.0
536796,2010-12-02 15:46:00,15574.0
536797,2010-12-02 15:49:00,16770.0
536798,2010-12-02 15:55:00,17838.0
536799,2010-12-02 16:00:00,17228.0
536800,2010-12-02 16:12:00,14829.0
536801,2010-12-02 16:12:00,
536802,2010-12-02 16:29:00,17412.0
536803,2010-12-02 16:33:00,14911.0
536804,2010-12-02 16:34:00,14031.0
536805,2010-12-02 16:38:00,14775.0
536806,2010-12-02 16:42:00,12971.0
C536807,2010-12-02 16:45:00,15834.0
536808,2010-12-02 16:46:00,17659.0
536809,2010-12-02 16:48:00,15299.0
536810,2010-12-02 16:50:00,15299.0
536811,2010-12-02 16:51:00,15299.0
C536812,2010-12-02 16:58:00,16546.0
536813,2010-12-02 16:59:00,15646.0
C536814,2010-12-02 17:03:00,13958.0
C536815,2010-12-02 17:05:00,14443.0
C536816,2010-12-02 17:06:00,14443.0
C536817,2010-12-02 17:08:00,14156.0
C536818,2010-12-02 17:09:00,16995.0
536819,2010-12-02 17:12:00,13402.0
C536820,2010-12-02 17:14:00,18168.0
536821,2010-12-02 17:17:00,17757.0
C536822,2010-12-02 17:19:00,14625.0
536823,2010-12-02 17:22:00,13011.0
536824,2010-12-02 17:24:00,13798.0
C536825,2010-12-02 17:27:00,15384.0
C536826,2010-12-02 17:30:00,17924.0
C536827,2010-12-02 17:31:00,13408.0
C536828,2010-12-02 17:35:00,14264.0
C536829,2010-12-02 17:36:00,13295.0
536830,2010-12-02 17:38:00,16754.0
536831,2010-12-02 17:40:00,16029.0
536832,2010-12-02 17:41:00,16634.0
536833,2010-12-02 17:48:00,18239.0
536834,2010-12-02 17:51:00,14576.0
536835,2010-12-02 18:06:00,13145.0
536836,2010-12-02 18:08:00,18168.0
536837,2010-12-02 18:15:00,14395.0
536838,2010-12-02 18:23:00,14865.0
536839,2010-12-02 18:25:00,15093.0
536840,2010-12-02 18:27:00,12738.0
536841,2010-12-02 18:27:00,16150.0
536842,2010-12-02 18:45:00,17552.0
536843,2010-12-02 18:46:00,17552.0
536844,2010-12-02 18:49:00,14236.0
536845,2010-12-02 19:18:00,17961.0
536846,2010-12-02 19:59:00,14573.0
536847,2010-12-03 09:31:00,17135.0
536848,2010-12-03 09:39:00,13408.0
536849,2010-12-03 09:45:00,17396.0
C536850,2010-12-03 09:47:00,14213.0
536851,2010-12-03 09:49:00,12967.0
536852,2010-12-03 09:51:00,12686.0
C536853,2010-12-03 10:07:00,14679.0
C536854,2010-12-03 10:09:00,15240.0
C536855,2010-12-03 10:11:00,18225.0
536856,2010-12-03 10:26:00,13370.0
536857,2010-12-03 10:33:00,16883.0
536858,2010-12-03 10:36:00,13520.0
536859,2010-12-03 10:43:00,12841.0
536860,2010-12-03 10:43:00,16905.0
536861,2010-12-03 10:44:00,12427.0
536862,2010-12-03 11:13:00,
536863,2010-12-03 11:19:00,17967.0
536864,2010-12-03 11:27:00,
536865,2010-12-03 11:28:00,
536866,2010-12-03 11:28:00,
536874,2010-12-03 11:35:00,16891.0
536876,2010-12-03 11:36:00,
536883,2010-12-03 11:41:00,
536884,2010-12-03 11:42:00,14589.0
536885,2010-12-03 11:42:00,
536890,2010-12-03 11:48:00,14156.0
536920,2010-12-03 12:01:00,
536938,2010-12-03 12:05:00,14680.0
536941,2010-12-03 12:08:00,
536942,2010-12-03 12:08:00,
536943,2010-12-03 12:11:00,17884.0
536944,2010-12-03 12:20:00,12557.0
536945,2010-12-03 12:24:00,14083.0
536946,2010-12-03 12:28:00,13013.0
536947,2010-12-03 12:29:00,13013.0
536954,2010-12-03 12:41:00,17809.0
536956,2010-12-03 12:43:00,14210.0
536957,2010-12-03 12:43:00,17809.0
536960,2010-12-03 12:48:00,16477.0
536967,2010-12-03 12:57:00,12600.0
536968,2010-12-03 13:09:00,16013.0
536969,2010-12-03 13:10:00,16013.0
536970,2010-12-03 13:12:00,17949.0
536971,2010-12-03 13:40:00,12779.0
536972,2010-12-03 13:42:00,16926.0
536973,2010-12-03 13:43:00,17787.0
536974,2010-12-03 13:59:00,12682.0
536975,2010-12-03 14:04:00,14911.0
536976,2010-12-03 14:18:00,14723.0
536977,2010-12-03 14:18:00,17954.0
C536978,2010-12-03 14:19:00,17954.0
C536979,2010-12-03 14:23:00,17841.0
536980,2010-12-03 14:26:00,17819.0
536981,2010-12-03 14:26:00,14723.0
536982,2010-12-03 14:27:00,
536983,2010-12-03 14:30:00,12712.0
536984,2010-12-03 14:35:00,17841.0
536985,2010-12-03 14:40:00,15373.0
536986,2010-12-03 14:40:00,16140.0
536987,2010-12-03 14:54:00,17198.0
536988,2010-12-03 15:05:00,17238.0
536989,2010-12-03 15:10:00,17238.0
536990,2010-12-03 15:14:00,12793.0
536991,2010-12-03 15:16:00,
536992,2010-12-03 15:16:00,15769.0
536993,2010-12-03 15:19:00,14396.0
536994,2010-12-03 15:25:00,14898.0
536995,2010-12-03 15:29:00,
536996,2010-12-03 15:30:00,
536997,2010-12-03 15:30:00,
536998,2010-12-03 15:30:00,
536999,2010-12-03 15:32:00,
537000,2010-12-03 15:32:00,
537001,2010-12-03 15:33:00,
537002,2010-12-03 15:33:00,
537003,2010-12-03 15:33:00,
537004,2010-12-03 15:34:00,
537005,2010-12-03 15:35:00,
537006,2010-12-03 15:36:00,
537007,2010-12-03 15:36:00,
537008,2010-12-03 15:37:00,
537009,2010-12-03 15:38:00,
537010,2010-12-03 15:38:00,
537011,2010-12-03 15:38:00,
537012,2010-12-03 15:39:00,
537013,2010-12-03 15:40:00,
537014,2010-12-03 15:40:00,
537015,2010-12-03 15:41:00,
537016,2010-12-03 15:41:00,
537017,2010-12-03 15:41:00,
537018,2010-12-03 15:42:00,
537019,2010-12-03 15:43:00,
537020,2010-12-03 15:43:00,
537021,2010-12-03 15:43:00,
537022,2010-12-03 15:45:00,12725.0
537023,2010-12-03 16:02:00,16725.0
537025,2010-12-03 16:21:00,
C537024,2010-12-03 16:21:00,13941.0
537026,2010-12-03 16:35:00,12395.0
537027,2010-12-03 16:36:00,
537028,2010-12-03 16:36:00,
537029,2010-12-03 16:37:00,
537030,2010-12-03 16:44:00,16455.0
537031,2010-12-03 16:45:00,16455.0
537032,2010-12-03 16:50:00,
537034,2010-12-03 17:20:00,13081.0
537035,2010-12-03 17:21:00,13081.0
537036,2010-12-03 17:28:00,15545.0
537037,2010-12-05 10:03:00,17243.0
537038,2010-12-05 10:12:00,15465.0
C537039,2010-12-05 10:25:00,15708.0
537040,2010-12-05 10:27:00,13089.0
537041,2010-12-05 10:36:00,16033.0
537042,2010-12-05 10:45:00,13838.0
C537043,2010-12-05 10:48:00,15351.0
537044,2010-12-05 10:52:00,18055.0
537045,2010-12-05 10:54:00,15038.0
537046,2010-12-05 10:58:00,18109.0
537047,2010-12-05 11:02:00,13069.0
537048,2010-12-05 11:03:00,13069.0
537049,2010-12-05 11:04:00,16241.0
537050,2010-12-05 11:10:00,14800.0
537051,2010-12-05 11:12:00,15708.0
537052,2010-12-05 11:15:00,16839.0
537053,2010-12-05 11:38:00,16168.0
537054,2010-12-05 11:40:00,16931.0
537055,2010-12-05 11:45:00,16814.0
537057,2010-12-05 11:49:00,15351.0
537058,2010-12-05 11:51:00,13269.0
537059,2010-12-05 11:54:00,14813.0
537065,2010-12-05 11:57:00,12567.0
537067,2010-12-05 11:57:00,14813.0
537077,2010-12-05 11:59:00,17062.0
537081,2010-12-05 12:00:00,15332.0
537086,2010-12-05 12:01:00,15332.0
537090,2010-12-05 12:02:00,15332.0
537111,2010-12-05 12:08:00,14810.0
537117,2010-12-05 12:09:00,16353.0
537126,2010-12-05 12:13:00,18118.0
537127,2010-12-05 12:13:00,13831.0
537128,2010-12-05 12:15:00,12841.0
537129,2010-12-05 12:15:00,13506.0
537130,2010-12-05 12:23:00,17796.0
537131,2010-12-05 12:26:00,15716.0
537133,2010-12-05 12:29:00,18156.0
C537132,2010-12-05 12:29:00,15221.0
537134,2010-12-05 12:34:00,16983.0
537135,2010-12-05 12:35:00,17059.0
537136,2010-12-05 12:42:00,12748.0
537137,2010-12-05 12:43:00,16327.0
537138,2010-12-05 12:44:00,17211.0
537139,2010-12-05 12:47:00,17026.0
537140,2010-12-05 12:53:00,12748.0
537141,2010-12-05 12:57:00,15570.0
537142,2010-12-05 12:57:00,12748.0
C537143,2010-12-05 12:58:00,12748.0
537144,2010-12-05 13:00:00,15880.0
537153,2010-12-05 13:03:00,16718.0
537154,2010-12-05 13:05:00,15808.0
537155,2010-12-05 13:05:00,12748.0
537156,2010-12-05 13:08:00,17858.0
C537157,2010-12-05 13:09:00,15880.0
537158,2010-12-05 13:10:00,16393.0
537159,2010-12-05 13:17:00,14527.0
537160,2010-12-05 13:18:00,14161.0
537163,2010-12-05 13:21:00,17863.0
C537164,2010-12-05 13:21:00,14527.0
537176,2010-12-05 13:26:00,16411.0
537179,2010-12-05 13:29:00,13767.0
537192,2010-12-05 13:42:00,16402.0
537193,2010-12-05 13:49:00,15023.0
537194,2010-12-05 13:53:00,17402.0
537195,2010-12-05 13:55:00,15311.0
537196,2010-12-05 13:55:00,15426.0
537197,2010-12-05 14:02:00,12647.0
537198,2010-12-05 14:03:00,12647.0
537199,2010-12-05 14:06:00,15894.0
537200,2010-12-05 14:17:00,15867.0
537201,2010-12-05 14:19:00,12472.0
537202,2010-12-05 14:25:00,14506.0
C537203,2010-12-05 14:44:00,14606.0
537204,2010-12-05 14:45:00,15555.0
537205,2010-12-05 14:52:00,13034.0
537206,2010-12-05 15:02:00,15235.0
537207,2010-12-05 15:06:00,17402.0
537208,2010-12-05 15:12:00,15889.0
537209,2010-12-05 15:12:00,14606.0
537210,2010-12-05 15:15:00,15953.0
537211,2010-12-05 15:18:00,16143.0
537212,2010-12-05 15:21:00,12720.0
537213,2010-12-05 15:26:00,12748.0
537214,2010-12-05 15:35:00,16422.0
537215,2010-12-05 15:38:00,12747.0
537216,2010-12-05 15:40:00,15502.0
537217,2010-12-05 15:40:00,15502.0
537218,2010-12-05 15:46:00,12763.0
537219,2010-12-05 15:47:00,14081.0
537220,2010-12-05 15:49:00,
537221,2010-12-05 15:54:00,17965.0
537222,2010-12-05 16:00:00,14404.0
537223,2010-12-05 16:10:00,13579.0
537224,2010-12-05 16:24:00,13174.0
537225,2010-12-05 16:41:00,12748.0
537226,2010-12-06 08:34:00,15987.0
537227,2010-12-06 08:42:00,17677.0
537228,2010-12-06 08:43:00,17677.0
537229,2010-12-06 08:44:00,17677.0
537230,2010-12-06 09:20:00,
537231,2010-12-06 09:21:00,13652.0
C537232,2010-12-06 09:31:00,12586.0
537233,2010-12-06 09:37:00,17428.0
C537234,2010-12-06 09:40:00,16161.0
537235,2010-12-06 09:45:00,17381.0
537236,2010-12-06 09:52:00,16858.0
537237,2010-12-06 09:58:00,
537238,2010-12-06 10:03:00,16161.0
537239,2010-12-06 10:05:00,18219.0
537240,2010-12-06 10:08:00,
537241,2010-12-06 10:18:00,14293.0
537242,2010-12-06 10:19:00,14748.0
537243,2010-12-06 10:19:00,16638.0
537244,2010-12-06 10:20:00,17674.0
537245,2010-12-06 10:24:00,14748.0
537246,2010-12-06 10:27:00,12808.0
537247,2010-12-06 10:34:00,13094.0
537248,2010-12-06 10:36:00,15899.0
537249,2010-12-06 10:38:00,16955.0
537250,2010-12-06 10:43:00,12708.0
C537251,2010-12-06 10:45:00,
537252,2010-12-06 10:46:00,
537253,2010-12-06 10:53:00,
537254,2010-12-06 11:01:00,15898.0
537255,2010-12-06 11:03:00,14443.0
537256,2010-12-06 11:06:00,16210.0
537257,2010-12-06 11:10:00,17691.0
537258,2010-12-06 11:16:00,17227.0
537262,2010-12-06 11:26:00,15039.0
537265,2010-12-06 11:26:00,15919.0
537298,2010-12-06 11:37:00,13497.0
537301,2010-12-06 11:38:00,15860.0
537312,2010-12-06 11:42:00,14189.0
537313,2010-12-06 11:42:00,15304.0
C537314,2010-12-06 11:42:00,13497.0
C537320,2010-12-06 11:47:00,14867.0
537332,2010-12-06 11:58:00,14344.0
C537333,2010-12-06 12:00:00,12474.0
537334,2010-12-06 12:06:00,16719.0
537335,2010-12-06 12:15:00,15048.0
537346,2010-12-06 12:21:00,15301.0
537350,2010-12-06 12:23:00,14708.0
537351,2010-12-06 12:23:00,16898.0
537354,2010-12-06 12:23:00,12748.0
537359,2010-12-06 12:30:00,14825.0
537360,2010-12-06 12:31:00,18113.0
537361,2010-12-06 12:34:00,
537362,2010-12-06 12:34:00,17596.0
537363,2010-12-06 12:35:00,
537364,2010-12-06 12:36:00,
537365,2010-12-06 12:38:00,15078.0
537366,2010-12-06 12:39:00,14085.0
537367,2010-12-06 12:39:00,15078.0
537368,2010-12-06 12:40:00,14911.0
537369,2010-12-06 12:41:00,17860.0
537370,2010-12-06 12:44:00,13155.0
537371,2010-12-06 12:47:00,15028.0
537372,2010-12-06 12:52:00,16919.0
537374,2010-12-06 12:55:00,17259.0
537375,2010-12-06 12:55:00,17019.0
C537373,2010-12-06 12:55:00,14487.0
537376,2010-12-06 12:59:00,16722.0
537377,2010-12-06 13:01:00,15882.0
537378,2010-12-06 13:06:00,14911.0
537380,2010-12-06 13:12:00,15882.0
C537379,2010-12-06 13:12:00,15882.0
537381,2010-12-06 13:13:00,14667.0
537382,2010-12-06 13:13:00,16710.0
C537383,2010-12-06 13:17:00,16550.0
537384,2010-12-06 13:21:00,15984.0
537385,2010-12-06 13:22:00,14487.0
537386,2010-12-06 13:32:00,14911.0
537387,2010-12-06 13:34:00,13468.0
537388,2010-12-06 13:35:00,17682.0
537389,2010-12-06 13:41:00,17757.0
537390,2010-12-06 13:47:00,16658.0
537391,2010-12-06 13:53:00,16550.0
537392,2010-12-06 13:58:00,17068.0
537393,2010-12-06 13:59:00,13089.0
537394,2010-12-06 14:00:00,13089.0
537395,2010-12-06 14:05:00,15356.0
537396,2010-12-06 14:08:00,17223.0
537397,2010-12-06 14:19:00,16817.0
C537398,2010-12-06 14:22:00,15426.0
537399,2010-12-06 14:31:00,13030.0
537400,2010-12-06 14:36:00,17191.0
537401,2010-12-06 14:37:00,
537403,2010-12-06 14:43:00,17191.0
C537402,2010-12-06 14:43:00,15502.0
537404,2010-12-06 14:46:00,17191.0
537405,2010-12-06 14:51:00,17841.0
C537406,2010-12-06 14:53:00,15502.0
537407,2010-12-06 14:55:00,15502.0
C537408,2010-12-06 14:55:00,15502.0
537409,2010-12-06 15:00:00,15194.0
537410,2010-12-06 15:03:00,14409.0
537411,2010-12-06 15:06:00,
537412,2010-12-06 15:06:00,14409.0
C537413,2010-12-06 15:07:00,14409.0
537415,2010-12-06 15:09:00,16654.0
C537414,2010-12-06 15:09:00,16861.0
C537416,2010-12-06 15:10:00,16138.0
C537417,2010-12-06 15:12:00,13481.0
537418,2010-12-06 15:13:00,17884.0
537419,2010-12-06 15:14:00,13495.0
537420,2010-12-06 15:18:00,17519.0
537421,2010-12-06 15:25:00,17218.0
537422,2010-12-06 15:27:00,17812.0
537423,2010-12-06 15:34:00,14215.0
537424,2010-12-06 15:35:00,15602.0
537425,2010-12-06 15:35:00,
537426,2010-12-06 15:36:00,
537427,2010-12-06 15:37:00,
537428,2010-12-06 15:38:00,17320.0
537429,2010-12-06 15:54:00,12748.0
537430,2010-12-06 16:05:00,
537432,2010-12-06 16:10:00,
C537431,2010-12-06 16:10:00,16782.0
537433,2010-12-06 16:36:00,12913.0
537434,2010-12-06 16:57:00,
537435,2010-12-06 16:58:00,17920.0
537436,2010-12-06 17:00:00,
537437,2010-12-06 17:00:00,
537438,2010-12-06 17:00:00,
537439,2010-12-06 17:01:00,
537440,2010-12-06 17:16:00,17869.0
537441,2010-12-06 17:26:00,13564.0
537442,2010-12-06 17:29:00,
C537444,2010-12-07 08:42:00,14850.0
C537445,2010-12-07 08:57:00,15021.0
537446,2010-12-07 09:13:00,18055.0
537447,2010-12-07 09:21:00,13963.0
537448,2010-12-07 09:23:00,17450.0
537449,2010-12-07 09:26:00,
537450,2010-12-07 09:26:00,
537451,2010-12-07 09:27:00,
537452,2010-12-07 09:28:00,
537453,2010-12-07 09:28:00,
537454,2010-12-07 09:30:00,
537455,2010-12-07 09:31:00,
537456,2010-12-07 09:43:00,17450.0
537457,2010-12-07 09:51:00,17511.0
537458,2010-12-07 09:55:00,17091.0
537459,2010-12-07 09:57:00,17470.0
537460,2010-12-07 10:04:00,17616.0
537461,2010-12-07 10:06:00,15649.0
537462,2010-12-07 10:06:00,17228.0
537463,2010-12-07 10:08:00,12681.0
537464,2010-12-07 10:14:00,14907.0
537465,2010-12-07 10:32:00,17735.0
537466,2010-12-07 10:33:00,
537467,2010-12-07 10:36:00,16059.0
537468,2010-12-07 10:36:00,12567.0
537469,2010-12-07 10:43:00,17720.0
537470,2010-12-07 10:47:00,15018.0
537471,2010-12-07 10:51:00,14344.0
537472,2010-12-07 11:11:00,12971.0
537476,2010-12-07 11:26:00,15838.0
537484,2010-12-07 11:30:00,14733.0
537489,2010-12-07 11:33:00,17017.0
537509,2010-12-07 11:41:00,13756.0
537523,2010-12-07 11:45:00,14176.0
